gers_id,target_id,label,labeler,labeled_at,session_id,original_decision,original_confidence,ref_start_pct,ref_end_pct,target_start_pct,target_end_pct,is_subsegment,ref_data_version,target_data_version,feature_version,hausdorff_distance_m,mean_hausdorff_distance_m,hausdorff_p95_m,buffer_iou_5m,buffer_iou_15m,heading_delta,length_ratio,projection_distance_m,centroid_distance_m,collinear_gap_ratio,name_levenshtein,name_jaro_winkler,name_token_sort,name_soundex,name_metaphone,has_name_ref,has_name_target,name_is_generic,cardinal_direction_mismatch,class_similarity,min_endpoint_proximity_m,max_endpoint_proximity_m,shared_endpoint_count,lateral_offset_m,lateral_offset_iqr_m,lateral_offset_p95_m,from_degree_ref,to_degree_ref,from_degree_target,to_degree_target,degree_match_score,degree_signature_similarity,is_dead_end_ref,is_dead_end_target,dead_end_match,is_intersection_ref,is_intersection_target,intersection_match,ref_coverage,target_coverage,min_coverage,coverage_ratio,graphlet_similarity,endpoint_degree_similarity,sinuosity_ref,sinuosity_target,sinuosity_delta,heading_consistency_ref,heading_consistency_target,heading_consistency_delta,vertex_density_ref,vertex_density_target,vertex_density_ratio,length_bin_ref,length_bin_target,length_bin_match,min_length_m,shape_complexity_ref,shape_complexity_target,shape_complexity_delta,name_numeric_match
894aa748-3f3b-4524-a5ba-51b8550168e1,bog_road_271526,match,brad,2026-01-25T01:35:11.865901+00:00,6c949023,review,0.7499850392,0.7407177283,0.766623769,0,1,True,1769266381537490593_40382078,1769266391695536648_21566499,2026-01-24,1.246532044,1.20953067,1.246527538,0.7678585617,0.9106886611,0.3360799926,1,1.20953067,1.201998602,1,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0.5,inf,inf,0,1.202029976,0.04448428333,1.24207828,4,3,3,3,0.9230769231,0.3333333333,0,0,1,1,1,1,0.02590604069,1,0.02590604069,0.02590604069,0.9816666667,0.95,1,1,2.930584664e-10,1,1,0,0.1977890651,0.1318593767,0.6666666667,1,1,1,15.16767369,0,0,0,0.5
5bf3386a-370f-44ae-aca9-81c005c982d4,bog_road_182697,match,brad,2026-01-25T01:35:23.392041+00:00,6c949023,review,0.7498886585,0,0.06242452643,0,0.1972749939,True,1769266381537490593_40382078,1769266391695536648_21566499,2026-01-24,1.062747642,0.7496603837,1.062559402,0.8363563888,0.9395517033,7.720692292,1,0.7496603837,0.760390687,1,0.5,0.5,0.5,0.5,0.5,1,0,0,0,0.5,inf,inf,0,0.758684608,0.3028588919,1.031441671,4,4,4,4,1,1,0,0,1,1,1,1,0.06242452643,0.1972749939,0.06242452643,0.3164340558,0.99,1,1,1,1.178968034e-11,1,1,0,0.4424475531,0.6636713296,0.6666666667,0,0,1,4.520309777,0,0,0,0.5
1b51d185-f5e6-41b9-9018-d5c3a104bc9d,bog_road_241021,match,brad,2026-01-25T01:35:27.129810+00:00,6c949023,review,0.749887526,0.5547179397,0.577509562,0,1,True,1769266381537490593_40382078,1769266391695536648_21566499,2026-01-24,3.821996514,3.663287979,3.816733765,0.4437050099,0.7596769468,0.6609928083,1,3.663287979,3.669939475,1,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0.5,inf,inf,0,3.659204029,0.2091202889,3.795191663,3,3,3,3,1,1,0,0,1,1,1,1,0.02279162229,1,0.02279162229,0.02279162229,0.9966666667,1,1.000000001,1.000025569,2.556780196e-05,0.9999893707,0.9961417467,0.003847624071,0.104541754,0.1393890053,0.75,1,1,1,28.69666794,0,0,0,0.5
0fb4c722-0681-4ee4-8bce-b185f05baab8,bog_road_210259,match,brad,2026-01-25T01:35:35.268461+00:00,6c949023,review,0.7498713732,0.7468574583,1,0.8756567444,1,True,1769266381537490593_40382078,1769266391695536648_21566499,2026-01-24,1.815653301,1.681927766,1.815608516,0.6657692152,0.8697462184,5.011440315,1,1.681927766,1.682798115,1,0.5,0.5,0.5,0.5,0.5,1,0,0,0,0.5,inf,inf,0,1.68177992,0.1336508939,1.802221465,3,3,3,3,1,1,0,0,1,1,1,1,0.2531425417,0.1243432556,0.1243432556,0.4911985743,1,1,1,1,0,1,1,0,0.650355296,0.650355296,1,0,0,1,3.075242121,0,0,0,0.5
8d270c3f-133a-451d-a25e-ea35e40bad5c,bog_road_189393,match,brad,2026-01-25T01:35:45.235063+00:00,6c949023,review,0.7498635054,0.7280485296,1,0.4549854389,1,True,1769266381537490593_40382078,1769266391695536648_21566499,2026-01-24,6.542131142,4.667247415,6.540151138,0.4838230752,0.7452874242,24.48847857,1,4.667247415,1.912025149,1,0.5,0.5,0.5,0.5,0.5,1,0,0,0,0.5,inf,inf,0,3.26446556,2.014650988,6.062206378,1,1,2,2,0.6666666667,0,1,0,0,0,0,1,0.2719514704,0.5450145611,0.2719514704,0.4989801921,0.98,0.9,1,1,0,1,1,7.349898468e-12,0.08881257327,0.08881257327,1,1,1,1,22.51933399,0,0,0,0.5
89997a83-2033-4a5f-9a93-06d13af5c1f2,bog_road_144322,no_match,brad,2026-01-25T01:35:47.345505+00:00,6c949023,review,0.7498155832,0.8913216098,1,0,0.09988823485,True,1769266381537490593_40382078,1769266391695536648_21566499,2026-01-24,3.860279062,1.847144777,3.729821518,0.591961833,0.8254976555,85.70481531,1,1.847144777,1.969056334,1,0.5,0.5,0.5,0.5,0.5,1,0,0,0,0.5,inf,inf,0,1.780687181,1.073919353,2.994583963,3,3,3,3,1,1,0,0,1,1,1,1,0.1086783902,0.09988823485,0.09988823485,0.9191177258,0.9966666667,1,1,1,8.826850362e-11,1,1,0,0.4672716934,0.7009075401,0.6666666667,0,0,1,4.280165112,0,0,0,0.5
b70a3392-f822-44d0-ad63-c08d909f1de8,bog_road_149592,no_match,brad,2026-01-25T01:35:54.315243+00:00,6c949023,review,0.7497825027,0,0.7504931417,0.8620911526,1,True,1769266381537490593_40382078,1769266391695536648_21566499,2026-01-24,5.309667808,3.248160308,5.19087556,0.5758777211,0.8083455248,28.00286468,1,3.248160308,2.186466544,1,0.5,0.5,0.5,0.5,0.5,1,0,0,0,0.5,inf,inf,0,2.67524679,2.354449484,4.990231399,3,3,4,4,0.8571428571,0,0,0,1,1,1,1,0.7504931417,0.1379088474,0.1379088474,0.1837576385,0.9783333333,0.9,1,1.036893664,0.03689366419,1,1,0,0.1532238373,0.3064476747,0.5,1,1,1,13.05279932,0,1,1,0.5
877759c5-1d8a-49ba-afd8-bf91f86e6e7e,bog_road_182142,no_match,brad,2026-01-25T01:35:56.306654+00:00,6c949023,review,0.7497793436,0,0.05889213791,0.8623394368,1,True,1769266381537490593_40382078,1769266391695536648_21566499,2026-01-24,3.372416035,1.857322276,3.353924766,0.603250037,0.8340913032,88.4195728,1,1.857322276,1.568168602,1,0.5,0.5,0.5,0.5,0.5,1,0,0,0,0.5,inf,inf,0,1.837868988,1.116823725,3.070697225,3,3,4,4,0.8571428571,0,0,0,1,1,1,1,0.05889213791,0.1376605632,0.05889213791,0.4278068937,0.8,0.9,1,1,4.446221169e-12,1,1,0,0.4475279367,0.6712919051,0.6666666667,0,0,1,4.468994751,0,0,0,0.5
371093cf-a2b7-40e0-85ec-5c1a22256c2b,bog_road_237627,match,brad,2026-01-25T01:36:01.381316+00:00,6c949023,review,0.7497587204,0,0.6551436745,0,0.4315705869,True,1769266381537490593_40382078,1769266391695536648_21566499,2026-01-24,0.791293905,0.7619008502,0.7912937511,0.8366389388,0.9395682346,0.6817839922,1,0.7619008502,0.7619078553,1,0.5,0.5,0.5,0.5,0.5,1,0,0,0,0.5,inf,inf,0,0.7618983466,0.02939228545,0.7883529765,3,3,4,4,0.8571428571,0,0,0,1,1,1,1,0.6551436745,0.4315705869,0.4315705869,0.658741897,0.9816666667,0.9,1,1,0,1,1,0,0.4047445067,0.4047445067,1,0,0,1,4.941388869,0,0,0,0.5
f492e959-8c0f-4b69-8557-eb237cb58f29,bog_road_226464,match,brad,2026-01-25T01:36:20.652917+00:00,6c949023,review,0.7497522831,0.880282935,1,0,0.1712943573,True,1769266381537490593_40382078,1769266391695536648_21566499,2026-01-24,1.338578374,0.6502867965,1.335215177,0.836497733,0.9391798713,20.99437444,1,0.6502867965,0.6939908103,1,0.5,0.5,0.5,0.5,0.5,1,0,0,0,0.5,inf,inf,0,0.7942537765,0.5157817476,1.278437345,3,3,3,3,1,1,0,0,1,1,1,1,0.119717065,0.1712943573,0.119717065,0.6988967232,1,1,1.018844369,1,0.01884436902,1,1,0,0.6601546813,0.8802062418,0.75,0,0,1,4.544389497,1,0,1,0.5
