gers_id,target_id,label,labeler,labeled_at,session_id,original_decision,original_confidence,ref_start_pct,ref_end_pct,target_start_pct,target_end_pct,is_subsegment,name_levenshtein,name_jaro_winkler,name_token_sort,class_similarity,perpendicular_offset,offset_consistency,parallel_alignment,side_of_street,ref_coverage,target_coverage,min_coverage,coverage_ratio,hausdorff_distance,mean_hausdorff_distance,buffer_iou,overlap_ratio,heading_delta,length_ratio,projection_distance,centroid_distance,collinear_gap_ratio,from_degree_ref,to_degree_ref,from_degree_target,to_degree_target,degree_match_score,degree_signature_similarity,is_dead_end_ref,is_dead_end_target,dead_end_match,is_intersection_ref,is_intersection_target,intersection_match
1fe424ca-72bf-43ce-be61-dec8adb749be,boston_sidewalk_72814,no_match,brad,2026-01-14 04:22:42.195838+00:00,4435904e,no_match,0.4999783125,0.0600000000,0.3900000000,0.0000000000,0.8900000000,True,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.5152865746,0.5310496335,0.9663166183,right,0.4035080087,0.9559654544,0.4035080087,0.4220947596,0.0000851842,0.0000751678,0.9990526670,1.0000000000,5.5537371329,0.9828371135,0.0000751678,0.0000694013,1.0000000000,4,3,6,3,0.8750000000,0.3333333333,0.0000000000,0.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000
410eb133-8acf-4c16-ac77-e06c025f017b,boston_sidewalk_102253,no_match,brad,2026-01-14 04:22:49.976464+00:00,4435904e,no_match,0.4999700659,0.0300000000,1.0000000000,0.5500000000,1.0000000000,True,0.0000000000,0.0000000000,0.0000000000,0.9000000000,0.3291018182,0.3429701898,0.9986814737,right,0.9751258009,0.4539301070,0.4539301070,0.4655092774,0.0001151625,0.0001100220,0.9993164124,1.0000000000,0.8421361237,0.9998420791,0.0001100220,0.0001080725,1.0000000000,3,6,3,4,0.8750000000,0.3333333333,0.0000000000,0.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000
2f298f0d-e95a-4c05-89a3-f0ba2c7cc9f7,boston_sidewalk_102723,match,brad,2026-01-14 04:37:22.054986+00:00,00b607d3,review,0.7497268972,0.0700000000,1.0000000000,0.4000000000,0.9800000000,True,0.0000000000,0.0000000000,0.0000000000,1.0000000000,2.3596034289,2.4255811815,0.9398987734,right,0.9891054493,0.6061667748,0.6061667748,0.6128434286,0.0000124488,0.0000042138,0.9994577146,1.0000000000,6.8611639083,0.9841381131,0.0000042138,0.0000022142,1.0000000000,3,3,3,3,1.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000
707ea39b-0db1-48ae-8e9d-af82e3ee1c61,boston_sidewalk_12897,match,brad,2026-01-14 04:37:30.785292+00:00,00b607d3,review,0.7495926371,0.2000000000,0.9400000000,0.0000000000,1.0000000000,True,0.0000000000,0.0000000000,0.0000000000,0.9000000000,0.7562456709,0.3813959611,0.9969385262,right,0.7398855264,1.0000000000,0.7398855264,0.7398855264,0.0000143059,0.0000101670,0.9992920940,1.0000000000,1.1804598008,0.9983652813,0.0000101670,0.0000073386,1.0000000000,2,3,4,3,0.8333333333,0.3333333333,0.0000000000,0.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000
0f13a367-aadd-4e71-a5ca-a47769c3f6fb,boston_sidewalk_1295,match,brad,2026-01-14 04:37:50.376010+00:00,00b607d3,review,0.7492109540,0.0000000000,0.9400000000,0.0000000000,0.8100000000,True,0.0000000000,0.0000000000,0.0000000000,0.9000000000,4.3037100231,0.1754757786,0.9908014357,left,1.0000000000,0.8555410126,0.8555410126,0.8555410126,0.0000444744,0.0000415260,0.9993816572,1.0000000000,0.7457635958,0.9961939527,0.0000415260,0.0000427847,1.0000000000,5,4,3,3,0.8000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000
a9bdfa12-1d91-4e6c-9bbb-4e18847329df,boston_sidewalk_12330,no_match,brad,2026-01-14 04:37:58.028684+00:00,00b607d3,review,0.7491776343,0.0500000000,0.9300000000,0.0000000000,1.0000000000,True,0.0000000000,0.0000000000,0.0000000000,0.6000000000,2.4508705073,0.2315762470,0.9928878261,left,0.8771908426,1.0000000000,0.8771908426,0.8771908426,0.0000244148,0.0000212124,0.9993957385,1.0000000000,0.3998261977,0.9984349582,0.0000212124,0.0000229758,1.0000000000,4,1,5,5,0.6666666667,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,1.0000000000
6191ec57-07d1-4636-81d5-792adbe02967,boston_sidewalk_103004,match,brad,2026-01-14 04:38:01.427896+00:00,00b607d3,review,0.7490810252,0.0000000000,1.0000000000,0.3600000000,0.9900000000,True,0.0000000000,0.0000000000,0.0000000000,1.0000000000,2.5609756296,3.2540280814,0.9503287979,right,0.9845533229,0.6733890499,0.6733890499,0.6839538644,0.0000116246,0.0000074852,0.9997469628,1.0000000000,1.0564617372,0.9880909684,0.0000074852,0.0000099774,1.0000000000,3,8,3,3,0.7058823529,0.3333333333,0.0000000000,0.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000
9e6722e8-5308-47fa-aa55-0076f328a3f0,boston_sidewalk_102307,match,brad,2026-01-14 04:38:04.306303+00:00,00b607d3,review,0.7490336766,0.0000000000,0.7700000000,0.0200000000,0.9700000000,True,0.0000000000,0.0000000000,0.0000000000,0.9000000000,0.5103294136,0.2802735828,0.8468945976,right,0.7483404349,0.9799099547,0.7483404349,0.7636828581,0.0000087986,0.0000036975,0.9988725392,1.0000000000,2.4303060671,0.9696805853,0.0000036975,0.0000046546,1.0000000000,3,1,5,3,0.6666666667,0.3333333333,1.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,1.0000000000
c69d1947-708d-40cb-894c-6618712ca926,boston_sidewalk_1884,match,brad,2026-01-14 04:38:07.543161+00:00,00b607d3,review,0.7489199703,0.0500000000,1.0000000000,0.2500000000,1.0000000000,True,0.0000000000,0.0000000000,0.0000000000,1.0000000000,2.6850842133,2.5782916319,0.8996142661,right,0.9479563465,0.7849471794,0.7849471794,0.8280414834,0.0000420381,0.0000183805,0.9991621445,1.0000000000,11.7127389068,0.9712062314,0.0000183805,0.0000179957,1.0000000000,4,2,5,5,0.7500000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000
fc6d3475-ca3e-4160-a377-f209a43686ce,boston_sidewalk_12701,match,brad,2026-01-14 04:38:16.796317+00:00,00b607d3,review,0.7488968504,0.0000000000,1.0000000000,0.4200000000,0.9400000000,True,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.9735398466,2.0638249311,0.9760249563,left,1.0000000000,0.5128047938,0.5128047938,0.5128047938,0.0000041759,0.0000028268,0.9988035474,1.0000000000,2.5818751746,0.9903456067,0.0000028268,0.0000028654,1.0000000000,3,4,5,3,0.9333333333,0.3333333333,0.0000000000,0.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000
7d978f23-01d2-413b-8025-2663a76ca5e8,boston_sidewalk_5555,no_match,brad,2026-01-14 04:38:27.772553+00:00,00b607d3,no_match,0.4999390325,0.0300000000,0.6100000000,0.0000000000,1.0000000000,True,0.0000000000,0.0000000000,0.0000000000,0.8500000000,5.3473697793,1.7325717476,0.9961512530,left,0.0256989423,0.0862368128,0.0256989423,0.2980043147,0.0000347124,0.0000334422,0.9988373201,1.0000000000,7.9128887971,0.9986392434,0.0000334422,0.0000342299,0.0000000000,4,4,5,5,0.8888888889,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000
d65fedc4-fc2a-4cf9-8774-df43cb94b519,boston_sidewalk_59225,no_match,brad,2026-01-14 04:38:38.635243+00:00,00b607d3,no_match,0.4998731066,0.0000000000,0.5800000000,0.5300000000,1.0000000000,True,0.0000000000,0.0000000000,0.0000000000,0.9000000000,3.6607346382,0.6041811106,0.9907105640,right,0.9205979205,0.8704820053,0.8704820053,0.9455615594,0.0001397233,0.0001371045,0.9988447511,1.0000000000,2.2427866545,0.9922860703,0.0001371045,0.0001384368,1.0000000000,1,1,1,3,0.6666666667,0.3333333333,1.0000000000,1.0000000000,1.0000000000,0.0000000000,1.0000000000,0.0000000000
